Janr,Nesriyyat,Cild,Muellif,Sehife sayi,Dil,Qiymet
Mathematics & Numeracy,Templar Publishing,Hardback,Thomas Flintham,16,İngilis dili,24.88
The Environment,Dorling Kindersley Ltd,Hardback,Charlotte Milner,48,İngilis dili,25.68
Wildlife,Pan MacMillan,Hardback,Campbell Books,16,İngilis dili,11.84
Children's Stationery,Bonnier Books Ltd,Paperback,"Frankie J. Jones, Holly Brook-Piper",56,İngilis dili,18.4
Pop-Up Books,Templar Publishing,Paperback,Emily Stead,16,İngilis dili,16.0
Science,John Murray Press,Paperback,Randall Munroe,64,İngilis dili,39.52
Space,Dorling Kindersley Ltd,Paperback,DK,64,İngilis dili,14.0
Telling the TimeTelling the Time,Egmont UK Ltd,Board book,Egmont Publishing UK,12,İngilis dili,18.56
Activity Books,Penguin Random House Children's UK,Board book,Eric Carle,12,İngilis dili,17.68
Sound & Musical Books,Usborne Publishing Ltd,Hardback,Kate Knighton,24,İngilis dili,29.12
Sound & Musical Books,Usborne Publishing Ltd,Board book,Lesley Sims,24,İngilis dili,29.12
Sound & Musical Books,Usborne Publishing Ltd,Board book,Lesley Sims,24,İngilis dili,14.4
Activity Books,Templar Publishing,Hardback,Britta Teckentrup,32,İngilis dili,22.4
First Words,Usborne Publishing Ltd,Board book,Holly Bathie,16,İngilis dili,12.0
Science,Pan MacMillan,Paperback,Clive Gifford,56,İngilis dili,11.92
Science,Pan MacMillan,Paperback,"Belinda Weber, Kingfisher (individual),  Nicola Davies",56,İngilis dili,11.84
English Language,HarperCollins Publishers,Paperback,Michael Rosen,32,İngilis dili,9.6
ELT Graded Readers,Oxford University Press,Paperback,Sue Arengo,64,İngilis dili,2.4
ELT,Oxford University Press,Paperback,Alan Hines,40,İngilis dili,2.4
Wildlife,Usborne Publishing Ltd,Hardback,Rebecca Gilpin,32,İngilis dili,12.0
Space,Usborne Publishing Ltd,Hardback,Emily Bone,32,İngilis dili,12.0
Sciences,Usborne Publishing Ltd,Paperback,Henry Brook,80,İngilis dili,16.0
Sciences,HarperCollins Publishers,Paperback,Paul Harrison,16,İngilis dili,12.4
History Books for Kids,Usborne Publishing Ltd,Hardback,Stephanie Turnbull,32,İngilis dili,11.76
Humour Collections & Anthologies,Penguin Books Ltd,Hardback,"Jason Hazeley, Joel Morris",56,İngilis dili,14.08
Dinosaurs,Miles Kelly Publishing Ltd,Hardback,Parker Steve,64,İngilis dili,35.28
Sciences,Pan MacMillan,Paperback,Daniel Gilpin,32,İngilis dili,13.84
Sciences,Pan MacMillan,Paperback,Mike Goldsmith,64,İngilis dili,11.84
Natural History Books for Children,Pan MacMillan,Paperback,Barbara Taylor,48,İngilis dili,11.84
Battles,Templar Publishing,Paperback,Phillip Dixon,64,İngilis dili,11.28
Sciences,Hachette Children's Group,Hardback,Matt Anniss,48,İngilis dili,24.96
Natural History Books for Children,Miles Kelly Publishing Ltd,Paperback,Kelly Miles,48,İngilis dili,15.04
Sciences,Miles Kelly Publishing Ltd,Paperback,Oxlade Chris,96,İngilis dili,19.6
Nonfiction History Books for Kids,Miles Kelly Publishing Ltd,Paperback,Malam John,48,İngilis dili,14.32
Sciences,Miles Kelly Publishing Ltd,Paperback,Kelly Miles,48,İngilis dili,14.32
Transportation Books for Children,Dorling Kindersley Ltd,Hardback,DK,56,İngilis dili,10.0
Natural History Books for Children,Dorling Kindersley Ltd,Hardback,DK,56,İngilis dili,9.84
Children's Geography Books,Dorling Kindersley Ltd,Hardback,DK,64,İngilis dili,9.84
Reference,Pan MacMillan,Paperback,"Sean Callery ,  Clive Gifford, Mike Goldsmith",320,İngilis dili,29.6
Reference,Pan MacMillan,Paperback,Kingfisher,144,İngilis dili,25.68
Reference,Dorling Kindersley Ltd,Hardback,DK,48,İngilis dili,20.0
Reference,Usborne Publishing Ltd,Paperback,Gillian Doherty,400,İngilis dili,33.6
Reference,Dorling Kindersley Ltd,Hardback,DK,48,İngilis dili,19.76
Science,Dorling Kindersley Ltd,Paperback,Roger Bridgman,256,İngilis dili,26.0
Kit Books,Imagine That Publishing Ltd,Hardback,Nat Lambert,24,İngilis dili,33.6
Science,Dorling Kindersley Ltd,Hardback,DK,96,İngilis dili,20.0
Activity Books,Dorling Kindersley Ltd,Paperback,Matt Jones,96,İngilis dili,10.48
Science,Dorling Kindersley Ltd,Hardback,Robert Winston,160,İngilis dili,25.68
Activity Books,Imagine That Publishing Ltd,Mixed media product,Nat Lambert,64,İngilis dili,20.16
Reference,Dorling Kindersley Ltd,Paperback,DK,376,İngilis dili,38.32
"Cosmetics, Hair & Beauty",Ebury Publishing,Paperback,Alice Snape,480,İngilis dili,39.92
Photography,Dorling Kindersley Ltd,Paperback,Tom Ang,224,İngilis dili,19.76
Photography,Bonnier Books Ltd,Paperback,"Frankie J. Jones ,  Karen Gordon",368,İngilis dili,16.4
Fashion & Beauty Industries,Bloomsbury Publishing PLC,Paperback,"Lorynn Divita , Evelyn L. Brannon",496,İngilis dili,42.48
Architecture,Random House USA Inc,Hardback,"Nina Freudenberger , Sadie Stein",272,İngilis dili,52.64
Art History,Thames & Hudson Ltd,Hardback,Margaret Kelly Trombly,208,İngilis dili,61.28
"Films, Cinema","Farrar, Straus & Giroux Inc",Hardback,Richard Williams,382,İngilis dili,52.0
Popular Culture,Vintage Publishing,Paperback,Banksy,240,İngilis dili,30.88
Photographs,Simon & Schuster Ltd,Hardback,Bob Dylan,160,İngilis dili,30.0
Spirits & Cocktails,HarperCollins Publishers,Paperback,Dominic Roskrow,128,İngilis dili,13.44
Antiques & Collectables,Octopus Publishing Group,Hardback,Hugh Johnson,336,İngilis dili,26.0
General Cookery,Octopus Publishing Group,Hardback,Hamish Anderson,128,İngilis dili,18.48
Guidebooks,HarperCollins Publishers,Sheet map,Collins Maps,1,İngilis dili,11.2
General Cookery,Penguin Books Ltd,Paperback,Jamie Oliver,336,İngilis dili,35.92
National & Regional Cuisine,Page Street Publishing Co.,Paperback,Rosemary Molloy,192,İngilis dili,33.12
Кулинария,Vintage Publishing,Hardback,Nigella Lawson,416,İngilis dili,54.08
Кулинария,Penguin Books Ltd,Hardback,Jamie Oliver,288,İngilis dili,58.24
Кулинария,Penguin Books Ltd,Hardback,Jamie Oliver,288,İngilis dili,54.96
Кулинария,Penguin Books Ltd,Hardback,Jamie Oliver,360,İngilis dili,54.96
Antiques & Collectables,Octopus Publishing Group,Hardback,"Hugh Johnson, Jancis Robinson",400,İngilis dili,78.16
General Cookery,Random House USA Inc,Hardback,"Aldo Sohm ,  Christine Muhlke",272,İngilis dili,64.72
Cookery Dishes & Courses,Rizzoli International Publications,Hardback,"Kristen Hard ,  Bill Addison",208,İngilis dili,27.04
Contemporary Fiction,HarperCollins Publishers,Hardback,Paulo Coelho,224,İngilis dili,22.4
Biography,HarperCollins Publishers,Paperback,Adam Zamoyski,752,İngilis dili,28.72
Graphic Novels,Penguin Random House Children's UK,Paperback,Jeff Kinney,240,İngilis dili,15.44
Contemporary Fiction,Vintage Publishing,Paperback,Jeanette Winterson,240,İngilis dili,27.12
Family Issues,Walker Books Ltd,Paperback,Kate DiCamillo,144,İngilis dili,15.44
Classic,HarperCollins Publishers,Paperback,George Orwell,144,İngilis dili,6.72
Classic,FABER & FABER,Paperback,Milan Kundera,320,İngilis dili,19.84
Art,John Murray Press,Hardback,New Scientist,272,İngilis dili,49.44
Art,Laurence King Publishing,Hardback,Scott Nethersole,224,İngilis dili,39.52
Popular Science,Icon Books Ltd,Hardback,Paul Parsons,160,İngilis dili,21.28
Art,Dorling Kindersley Ltd,Hardback,Marnie Old,256,İngilis dili,35.04
Art,Dorling Kindersley Ltd,Hardback,Tom Ang,360,İngilis dili,39.44
Art,Taschen GmbH,Hardback,Sebastian Schutze,306,İngilis dili,92.0
Art,Taschen GmbH,Hardback,Hans Werner Holzwarth,696,İngilis dili,71.2
Art,Taschen GmbH,Hardback,Philip Jodidio,612,İngilis dili,71.44
Art,Taschen GmbH,Hardback,"Sarahjane Blum ,  Louis Meisel",546,İngilis dili,190.08
Art,Taschen GmbH,Hardback,Frank Zoellner,488,İngilis dili,29.36
Art,Octopus Publishing Group,Paperback,Barry Stone,960,İngilis dili,39.04
Art,Octopus Publishing Group,Paperback,"Darryl Sleath ,  Charley Boorman",960,İngilis dili,39.92
Art,Octopus Publishing Group,Paperback,"Darryl Sleath , Charley Boorman",960,İngilis dili,39.04
Art,Octopus Publishing Group,Paperback,Steven Jay Schneider,960,İngilis dili,39.92
Art,Octopus Publishing Group,Paperback,"Paul Lowe ,  Fred Ritchin",960,İngilis dili,39.04
Art,Octopus Publishing Group,Paperback,Adrian Tierney-Jones,960,İngilis dili,39.36
Art,Octopus Publishing Group,Paperback,Robert Arp,960,İngilis dili,39.04
Art,"Little, Brown Book Group",Hardback,"Bonnie J. Morris, D. M. Withers",224,İngilis dili,58.64
Art,Dorling Kindersley Ltd,Hardback,DK,528,İngilis dili,63.36
Art,Dorling Kindersley Ltd,Hardback,DK,360,İngilis dili,39.92
Art,HarperCollins Publishers Inc,Hardback,"Gary SusBryan Cairns
man, Jeannine Dillon,",240,İngilis dili,54.8
Art,Scholastic Inc.,Paperback,Scholastic,320,İngilis dili,17.68
Art,Laurence King Publishing,Paperback,Susie Hodge,224,İngilis dili,29.6
Art,Rizzoli International Publications,Hardback,Leyla Uluhanli,304,İngilis dili,112.8
Art,National Geographic Society,Hardback,National Geographic,224,İngilis dili,45.12
Art,HarperCollins Publishers,Hardback,Maurice Hamilton,304,İngilis dili,60.72
Art,National Geographic Society,Hardback,"Catherine Herbert Howell,David Harrison",384,İngilis dili,60.16
Art,National Geographic Society,Hardback,Stephen G. Hyslop,352,İngilis dili,60.16
Art,National Geographic Society,Hardback,Richard Bangs,416,İngilis dili,60.16
Art,National Geographic Society,Hardback,Leonard David,304,İngilis dili,45.12
Art,Templar Publishing,Hardback,Kate Baker,40,İngilis dili,30.64
Art,teNeues Publishing UK Ltd,Hardback,Rainer W. Schlegelmilch,256,İngilis dili,61.04
Art,Taschen GmbH,Hardback,Harry Benson,272,İngilis dili,63.36
Art,Taschen GmbH,Hardback,Robert Nippoldt,144,İngilis dili,49.26
Art,Taschen GmbH,Hardback,Alison Castle,544,İngilis dili,92.0
Art,Taschen GmbH,Hardback,Lelia Wanick Salgado,520,İngilis dili,100.8
Art,Taschen GmbH,Hardback,Giovanni Fanelli,486,İngilis dili,100.0
Art,Dorling Kindersley Ltd,Hardback,DK,160,İngilis dili,19.76
Art,Taschen GmbH,Paperback,Rainer & Rose-Marie Hagen,96,İngilis dili,14.17
Art,Dorling Kindersley Ltd,Hardback,Tom Ang,360,İngilis dili,39.44
Art,Octopus Publishing Group,Hardback,"D Brown, J Brown , A Findlay",384,İngilis dili,49.92
Art,Taschen GmbH,Hardback,Peter H. Feist,96,İngilis dili,20.4
Art,Taschen GmbH,Hardback,Norbert Wolf,96,İngilis dili,21.12
Art,Taschen GmbH,Hardback,Michael Bockem?hl,96,İngilis dili,21.12
Art,Taschen GmbH,Hardback,Rainer & Rose-Marie Hagen,96,İngilis dili,18.48
Art,Taschen GmbH,Hardback,Ulrike Becks-Malorny,96,İngilis dili,21.12
Art,Taschen GmbH,Hardback,Taschen,96,İngilis dili,21.12
Art,Taschen GmbH,Hardback,Anne Gantef?hrer-Trier,96,İngilis dili,20.4
Art,Taschen GmbH,Hardback,Christof Thoenes,96,İngilis dili,21.12
Art,Taschen GmbH,Hardback,Frank Zoellner,96,İngilis dili,20.4
Art,Taschen GmbH,Hardback,Barbara Lamprecht,96,İngilis dili,20.4
Art,Taschen GmbH,Hardback,Maria Antonietta Crippa,96,İngilis dili,21.12
Art,Taschen GmbH,Hardback,Cathrin Klingsoehr-Leroy,96,İngilis dili,18.48
Business,Profile Books Ltd,Paperback,Deborah Gruenfeld,272,İngilis dili,32.16
Business,Profile Books Ltd,Paperback,Tim Hindle,336,İngilis dili,32.16
Evolution,Profile Books Ltd,Paperback,Nick Lane,352,İngilis dili,27.92
Psychology,Profile Books Ltd,Paperback,Marshall Goldsmith,304,İngilis dili,17.2
Business,Transworld Publishers Ltd,Paperback,Ed Catmull,368,İngilis dili,32.16
Books for Kids,Penguin,Paperback,Leisa Stewart-Sharpe,64,İngilis dili,32.16
Personal Development,Profile Books Ltd,Hardback,"Mikael Krogerus, Roman Tsch?ppeler",176,İngilis dili,23.6
Books for Kids,Walker Books Ltd,Paperback,"Shannon Hale, Dean Hale",96,İngilis dili,12.88
Business,"Destiny Books,U.S.",Paperback,Wallace D. Wattles,112,İngilis dili,10.81
Marketing,Simon & Schuster Ltd,Paperback,Seth Godin,256,İngilis dili,21.44
Marketing,Simon & Schuster Ltd,Paperback,"David A. Aaker , Erich Joachimsthaler",368,İngilis dili,21.44
Books for Children,Little Tiger Press Group,Hardback,Jonathan Litton,12,İngilis dili,16.88
Books for Children,Little Tiger Press Group,Hardback,Isabel Otter,18,İngilis dili,31.68
Personal Development,"Little, Brown Book Group",Paperback,David Allen,352,İngilis dili,31.68
Books for Children,Penguin,Paperback,Chris Bradford,352,İngilis dili,14.8
Books for Children,Little Tiger Press Group,Hardback,Holly Webb,20,İngilis dili,12.64
Books for Children,Penguin,Paperback,Chris Bradford,320,İngilis dili,14.8
Books for Children,Penguin,Paperback,Eoin Colfer,368,İngilis dili,14.8
Books for Children,Penguin,Paperback,Eoin Colfer,416,İngilis dili,14.8
Books for Children,Penguin,Paperback,Chris Bradford,400,İngilis dili,14.8
Books for Children,Penguin,Paperback,Charles Dickens,304,İngilis dili,16.88
Books for kids,Little Tiger Press Group,Paperback,Holly Webb,128,İngilis dili,12.64
Books for kids,Little Tiger Press Group,Paperback,Holly Webb,128,İngilis dili,12.64
Books for kids,Little Tiger Press Group,Paperback,Holly Webb,128,İngilis dili,10.56
Books for kids,Little Tiger Press Group,Paperback,Holly Webb,128,İngilis dili,10.56
Books for kids,Little Tiger Press Group,Paperback,Holly Webb,128,İngilis dili,12.64
Books for kids,Little Tiger Press Group,Paperback,Holly Webb,192,İngilis dili,12.64
Books for kids,Little Tiger Press Group,Paperback,Holly Webb,128,İngilis dili,12.64
Books for kids,Little Tiger Press Group,Paperback,Holly Webb,128,İngilis dili,10.56
Food & Drink,DK,Hardback,Dom Ramsey,224,İngilis dili,31.68
Books for Children,Little Tiger Press Group,Paperback,Anna Wilson,160,İngilis dili,12.64
Books for Children,Hachette Children's Group,Paperback,Taran Matharu,416,İngilis dili,16.88
Personal Development,Quercus Publishing,Hardback,Sarah Knight,304,İngilis dili,31.68
Books for Children,Little Tiger Press Group,Paperback,Holly Webb,192,İngilis dili,19.04
Books for Children,Little Tiger Press Group,Paperback,Holly Webb,128,İngilis dili,12.64
Books for Children,Little Tiger Press Group,Paperback,Anna Wilson,160,İngilis dili,12.64
Horror,HODDER & STOUGHTON,Paperback,Stephen King,512,İngilis dili,21.12
Books for Children,Little Tiger Press Group,Paperback,Holly Webb,128,İngilis dili,10.56
Books for Children,Little Tiger Press Group,Paperback,Gareth P. Jones,160,İngilis dili,12.64
Popular Science,John Murray Press,Paperback,New Scientist,336,İngilis dili,19.04
Books ford kids,Penguin,Paperback,"Julia Donaldson ,  Helen Oxenbury",32,İngilis dili,14.8
Classic,Vintage Publishing,Paperback,Aldous Huxley,288,İngilis dili,19.04
Thrillers,HarperCollins Publishers,Paperback,A. J. Finn,464,İngilis dili,14.8
Fantasy,"Little, Brown Book Group",Paperback,Stephenie Meyer,768,İngilis dili,32.88
History,"Little, Brown Book Group",Paperback,Colson Whitehead,224,İngilis dili,19.04
Books for Children,Penguin,Paperback,Arthur Conan Doyle,256,İngilis dili,12.64
Books for Children,Penguin,Paperback,Sir Arthur Conan Doyle,272,İngilis dili,15.36
Business,John Murray Press,Paperback,Howard Marks,336,İngilis dili,31.68
Classic,Wordsworth Editions Ltd,Paperback,Sir Arthur Conan Doyle,528,İngilis dili,7.84
Philosophy,Wordsworth Editions Ltd,Paperback,Plato,240,İngilis dili,10.96
Books for Children,Wordsworth Editions Ltd,Paperback,L. Frank Baum,304,İngilis dili,4.96
Books ford kids,Little Tiger Press Group,Paperback,"Suzy Senior ,  Leire Martin",28,İngilis dili,14.8
Books ford kids,Little Tiger Press Group,Hardback,"Jonny Marx ,   Charlie Davis",64,İngilis dili,42.24
Books ford kids,Penguin,Hardback,Beatrix Potter,14,İngilis dili,19.04
Books for Children,Penguin,Paperback,"Julia Donaldson , Charlotte Voake",32,İngilis dili,14.8
Classic,Wordsworth Editions Ltd,Paperback,Henry Gilbert,288,İngilis dili,7.84
Classic,Wordsworth Editions Ltd,Paperback,Jack London,256,İngilis dili,7.84
Paintings,DK,Hardback,Andrew Graham Dixon,360,İngilis dili,42.24
Books for Kids,Penguin,Paperback,Beatrix Potter,100,İngilis dili,32.96
Classic Science Fiction,Pan MacMillan,Paperback,Douglas Adams,224,İngilis dili,19.04
Popular Science,Pan MacMillan,Paperback,David Bodanis,352,İngilis dili,21.12
Books for Children,Pan MacMillan,Paperback,Enid Blyton,288,İngilis dili,14.8
Psychology,Pan MacMillan,Paperback,Albert-Laszlo Barabasi,320,İngilis dili,21.12
Entrepreneurship,Pan MacMillan,Paperback,Guy Raz,320,İngilis dili,31.68
Romance,Pan MacMillan,Paperback,Kristin Hannah,480,İngilis dili,31.68
Books for Teenagers,Pan MacMillan,Paperback,Rainbow Rowell,528,İngilis dili,16.88
Classic,Pan MacMillan,Hardback,L. M. Montgomery,392,İngilis dili,19.04
Military History,Pan MacMillan,Hardback,Sun Tzu,152,İngilis dili,21.12
Relationships,Penguin,Paperback,Robin Stevens,400,İngilis dili,14.8
Popular Culture,Pan MacMillan,Paperback,"Jeremy Heimans , Henry Timms",320,İngilis dili,21.6
Classic,Pan MacMillan,Hardback,Louisa May Alcott,664,İngilis dili,23.2
Business,Pan MacMillan,Hardback,Jocko Willink,320,İngilis dili,42.24
Books for Kids,Little Tiger Press Group,Paperback,Holly Webb,128,İngilis dili,10.56
Books for Kids,Priddy Books,Hardback,Roger Priddy,10,İngilis dili,19.04
Classic,Orion Publishing Co,Paperback,Alice Walker,288,İngilis dili,19.04
Biography,HODDER & STOUGHTON,Paperback,Sam Pivnik,336,İngilis dili,21.12
Contemporary Fiction,Pan MacMillan,Paperback,Hanya Yanagihara,736,İngilis dili,21.12
Classic,Pan MacMillan,Hardback,Victor Hugo,472,İngilis dili,23.2
Classic,Pan MacMillan,Hardback,Mikhail Bulgakov,560,İngilis dili,23.2
Classic,Pan MacMillan,Hardback,Leo Tolstoy,1136,İngilis dili,27.44
Crime,Pan MacMillan,Paperback,Matt Ruff,256,İngilis dili,19.04
Books for Children,Penguin,Hardback,Louisa May Alcott,816,İngilis dili,25.12
Reading Skills,John Murray Press,Paperback,Olly Richards,240,İngilis dili,23.2
Gardening,Penguin,Hardback,Alys Fowler,304,İngilis dili,42.24
Psychology,Pan MacMillan,Paperback,David Adam,336,İngilis dili,21.12
Popular Science,Pan MacMillan,Paperback,Christopher Paolini,880,İngilis dili,31.68
Motivation & Self-esteem,Pan MacMillan,Hardback,Wendy Wood,320,İngilis dili,42.24
